"Label (Grouping)","Alabama!!Estimate","Alabama!!Margin of Error","Alabama!!Percent","Alabama!!Percent Margin of Error","Alaska!!Estimate","Alaska!!Margin of Error","Alaska!!Percent","Alaska!!Percent Margin of Error","Arizona!!Estimate","Arizona!!Margin of Error","Arizona!!Percent","Arizona!!Percent Margin of Error","Arkansas!!Estimate","Arkansas!!Margin of Error","Arkansas!!Percent","Arkansas!!Percent Margin of Error","California!!Estimate","California!!Margin of Error","California!!Percent","California!!Percent Margin of Error","Colorado!!Estimate","Colorado!!Margin of Error","Colorado!!Percent","Colorado!!Percent Margin of Error","Connecticut!!Estimate","Connecticut!!Margin of Error","Connecticut!!Percent","Connecticut!!Percent Margin of Error","Delaware!!Estimate","Delaware!!Margin of Error","Delaware!!Percent","Delaware!!Percent Margin of Error","District of Columbia!!Estimate","District of Columbia!!Margin of Error","District of Columbia!!Percent","District of Columbia!!Percent Margin of Error","Florida!!Estimate","Florida!!Margin of Error","Florida!!Percent","Florida!!Percent Margin of Error","Georgia!!Estimate","Georgia!!Margin of Error","Georgia!!Percent","Georgia!!Percent Margin of Error","Hawaii!!Estimate","Hawaii!!Margin of Error","Hawaii!!Percent","Hawaii!!Percent Margin of Error","Idaho!!Estimate","Idaho!!Margin of Error","Idaho!!Percent","Idaho!!Percent Margin of Error","Illinois!!Estimate","Illinois!!Margin of Error","Illinois!!Percent","Illinois!!Percent Margin of Error","Indiana!!Estimate","Indiana!!Margin of Error","Indiana!!Percent","Indiana!!Percent Margin of Error","Iowa!!Estimate","Iowa!!Margin of Error","Iowa!!Percent","Iowa!!Percent Margin of Error","Kansas!!Estimate","Kansas!!Margin of Error","Kansas!!Percent","Kansas!!Percent Margin of Error","Kentucky!!Estimate","Kentucky!!Margin of Error","Kentucky!!Percent","Kentucky!!Percent Margin of Error","Louisiana!!Estimate","Louisiana!!Margin of Error","Louisiana!!Percent","Louisiana!!Percent Margin of Error","Maine!!Estimate","Maine!!Margin of Error","Maine!!Percent","Maine!!Percent Margin of Error","Maryland!!Estimate","Maryland!!Margin of Error","Maryland!!Percent","Maryland!!Percent Margin of Error","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","Michigan!!Estimate","Michigan!!Margin of Error","Michigan!!Percent","Michigan!!Percent Margin of Error","Minnesota!!Estimate","Minnesota!!Margin of Error","Minnesota!!Percent","Minnesota!!Percent Margin of Error","Mississippi!!Estimate","Mississippi!!Margin of Error","Mississippi!!Percent","Mississippi!!Percent Margin of Error","Missouri!!Estimate","Missouri!!Margin of Error","Missouri!!Percent","Missouri!!Percent Margin of Error","Montana!!Estimate","Montana!!Margin of Error","Montana!!Percent","Montana!!Percent Margin of Error","Nebraska!!Estimate","Nebraska!!Margin of Error","Nebraska!!Percent","Nebraska!!Percent Margin of Error","Nevada!!Estimate","Nevada!!Margin of Error","Nevada!!Percent","Nevada!!Percent Margin of Error","New Hampshire!!Estimate","New Hampshire!!Margin of Error","New Hampshire!!Percent","New Hampshire!!Percent Margin of Error","New Jersey!!Estimate","New Jersey!!Margin of Error","New Jersey!!Percent","New Jersey!!Percent Margin of Error","New Mexico!!Estimate","New Mexico!!Margin of Error","New Mexico!!Percent","New Mexico!!Percent Margin of Error","New York!!Estimate","New York!!Margin of Error","New York!!Percent","New York!!Percent Margin of Error","North Carolina!!Estimate","North Carolina!!Margin of Error","North Carolina!!Percent","North Carolina!!Percent Margin of Error","North Dakota!!Estimate","North Dakota!!Margin of Error","North Dakota!!Percent","North Dakota!!Percent Margin of Error","Ohio!!Estimate","Ohio!!Margin of Error","Ohio!!Percent","Ohio!!Percent Margin of Error","Oklahoma!!Estimate","Oklahoma!!Margin of Error","Oklahoma!!Percent","Oklahoma!!Percent Margin of Error","Oregon!!Estimate","Oregon!!Margin of Error","Oregon!!Percent","Oregon!!Percent Margin of Error","Pennsylvania!!Estimate","Pennsylvania!!Margin of Error","Pennsylvania!!Percent","Pennsylvania!!Percent Margin of Error","Rhode Island!!Estimate","Rhode Island!!Margin of Error","Rhode Island!!Percent","Rhode Island!!Percent Margin of Error","South Carolina!!Estimate","South Carolina!!Margin of Error","South Carolina!!Percent","South Carolina!!Percent Margin of Error","South Dakota!!Estimate","South Dakota!!Margin of Error","South Dakota!!Percent","South Dakota!!Percent Margin of Error","Tennessee!!Estimate","Tennessee!!Margin of Error","Tennessee!!Percent","Tennessee!!Percent Margin of Error","Texas!!Estimate","Texas!!Margin of Error","Texas!!Percent","Texas!!Percent Margin of Error","Utah!!Estimate","Utah!!Margin of Error","Utah!!Percent","Utah!!Percent Margin of Error","Vermont!!Estimate","Vermont!!Margin of Error","Vermont!!Percent","Vermont!!Percent Margin of Error","Virginia!!Estimate","Virginia!!Margin of Error","Virginia!!Percent","Virginia!!Percent Margin of Error","Washington!!Estimate","Washington!!Margin of Error","Washington!!Percent","Washington!!Percent Margin of Error","West Virginia!!Estimate","West Virginia!!Margin of Error","West Virginia!!Percent","West Virginia!!Percent Margin of Error","Wisconsin!!Estimate","Wisconsin!!Margin of Error","Wisconsin!!Percent","Wisconsin!!Percent Margin of Error","Wyoming!!Estimate","Wyoming!!Margin of Error","Wyoming!!Percent","Wyoming!!Percent Margin of Error","Puerto Rico!!Estimate","Puerto Rico!!Margin of Error","Puerto Rico!!Percent","Puerto Rico!!Percent Margin of Error"
"        21 years and over","3,740,839","±7,068","73.7%","±0.1","530,734","±2,500","72.3%","±0.3","5,479,621","±7,390","74.5%","±0.1","2,224,439","±5,843","73.0%","±0.2","28,971,158","±13,161","74.2%","±0.1","4,402,108","±7,183","75.4%","±0.1","2,739,659","±5,016","75.6%","±0.1","769,624","±2,119","75.6%","±0.2","519,804","±1,829","77.4%","±0.3","17,173,813","±11,098","77.2%","±0.1","7,944,999","±10,622","72.8%","±0.1","1,096,073","±2,846","76.1%","±0.2","1,393,829","±4,627","71.9%","±0.2","9,382,977","±9,529","74.6%","±0.1","4,970,757","±8,094","72.7%","±0.1","2,343,680","±5,097","73.2%","±0.2","2,119,340","±5,124","72.2%","±0.2","3,332,221","±6,085","73.8%","±0.1","3,342,828","±7,189","72.8%","±0.2","1,094,878","±2,849","79.0%","±0.2","4,591,262","±6,377","74.5%","±0.1","5,339,036","±6,804","76.5%","±0.1","7,525,994","±7,771","75.0%","±0.1","4,213,047","±5,730","73.7%","±0.1","2,130,887","±5,762","72.5%","±0.2","4,564,505","±6,372","73.9%","±0.1","844,681","±3,817","75.2%","±0.3","1,409,447","±4,541","71.6%","±0.2","2,377,199","±4,088","74.8%","±0.1","1,089,913","±3,204","78.1%","±0.2","6,947,554","±7,417","75.0%","±0.1","1,571,214","±5,073","74.3%","±0.2","14,933,275","±10,656","75.9%","±0.1","7,955,246","±8,477","74.4%","±0.1","560,672","±2,840","71.9%","±0.4","8,734,215","±8,970","74.3%","±0.1","2,894,499","±4,834","72.0%","±0.1","3,253,969","±5,777","76.7%","±0.1","9,801,876","±7,466","75.6%","±0.1","837,857","±3,000","76.6%","±0.3","3,951,168","±6,886","74.8%","±0.1","653,047","±3,224","71.8%","±0.4","5,244,890","±8,544","74.4%","±0.1","21,330,100","±17,997","71.0%","±0.1","2,294,743","±4,276","67.9%","±0.1","498,934","±2,612","77.1%","±0.4","6,461,475","±9,297","74.4%","±0.1","5,884,735","±6,625","75.6%","±0.1","1,352,917","±4,098","76.2%","±0.2","4,410,387","±6,413","74.8%","±0.1","427,524","±2,842","73.5%","±0.5","2,579,711","±4,570","80.1%","±0.1"
"        62 years and over","1,115,768","±6,553","22.0%","±0.1","127,751","±3,165","17.4%","±0.4","1,654,674","±7,851","22.5%","±0.1","658,015","±5,099","21.6%","±0.2","7,528,702","±18,869","19.3%","±0.1","1,129,744","±6,558","19.3%","±0.1","818,271","±6,076","22.6%","±0.2","260,120","±3,310","25.5%","±0.3","106,696","±2,426","15.9%","±0.4","5,701,562","±15,321","25.6%","±0.1","2,032,087","±11,373","18.6%","±0.1","349,372","±3,347","24.3%","±0.2","399,602","±4,515","20.6%","±0.2","2,642,662","±10,422","21.0%","±0.1","1,424,537","±8,228","20.8%","±0.1","716,881","±5,058","22.4%","±0.2","613,340","±4,375","20.9%","±0.1","975,245","±6,124","21.6%","±0.1","970,359","±6,991","21.1%","±0.2","377,772","±4,112","27.3%","±0.3","1,288,293","±6,872","20.9%","±0.1","1,547,748","±9,676","22.2%","±0.1","2,305,604","±8,531","23.0%","±0.1","1,230,847","±5,385","21.5%","±0.1","631,014","±4,963","21.5%","±0.2","1,366,113","±7,271","22.1%","±0.1","274,276","±2,849","24.4%","±0.3","411,867","±5,029","20.9%","±0.3","652,110","±5,932","20.5%","±0.2","349,014","±3,993","25.0%","±0.3","1,997,412","±7,952","21.6%","±0.1","487,713","±5,368","23.1%","±0.3","4,346,590","±13,478","22.1%","±0.1","2,286,250","±10,713","21.4%","±0.1","159,780","±2,071","20.5%","±0.3","2,650,395","±10,120","22.5%","±0.1","813,730","±3,697","20.2%","±0.1","977,929","±6,389","23.1%","±0.2","3,103,368","±11,731","23.9%","±0.1","255,054","±3,893","23.3%","±0.4","1,232,735","±6,815","23.3%","±0.1","203,864","±2,460","22.4%","±0.3","1,494,371","±10,230","21.2%","±0.1","5,005,866","±15,361","16.7%","±0.1","496,260","±4,584","14.7%","±0.1","172,615","±2,522","26.7%","±0.4","1,800,050","±9,637","20.7%","±0.1","1,602,427","±8,420","20.6%","±0.1","452,834","±4,006","25.5%","±0.2","1,355,209","±6,134","23.0%","±0.1","130,749","±2,523","22.5%","±0.4","893,284","±5,304","27.7%","±0.2"
"        65 years and over","913,013","±2,895","18.0%","±0.1","101,474","±1,321","13.8%","±0.2","1,381,954","±1,494","18.8%","±0.1","538,842","±2,442","17.7%","±0.1","6,158,902","±4,094","15.8%","±0.1","915,661","±2,554","15.7%","±0.1","663,712","±1,731","18.3%","±0.1","212,180","±645","20.8%","±0.1","87,354","±375","13.0%","±0.1","4,794,414","±4,352","21.6%","±0.1","1,644,275","±4,194","15.1%","±0.1","294,654","±872","20.5%","±0.1","329,530","±1,671","17.0%","±0.1","2,164,940","±2,197","17.2%","±0.1","1,157,426","±3,239","16.9%","±0.1","588,879","±2,369","18.4%","±0.1","506,342","±2,243","17.2%","±0.1","791,113","±2,878","17.5%","±0.1","780,061","±2,815","17.0%","±0.1","312,893","±1,287","22.6%","±0.1","1,042,779","±2,899","16.9%","±0.1","1,260,100","±1,617","18.0%","±0.1","1,877,562","±2,902","18.7%","±0.1","995,047","±2,262","17.4%","±0.1","513,184","±2,582","17.5%","±0.1","1,113,136","±2,815","18.0%","±0.1","226,136","±1,523","20.1%","±0.1","334,897","±1,853","17.0%","±0.1","538,491","±1,707","16.9%","±0.1","281,983","±1,890","20.2%","±0.1","1,611,726","±1,481","17.4%","±0.1","404,784","±2,590","19.2%","±0.1","3,564,596","±3,064","18.1%","±0.1","1,866,614","±4,071","17.4%","±0.1","130,293","±1,093","16.7%","±0.1","2,168,665","±3,293","18.4%","±0.1","661,996","±2,075","16.5%","±0.1","816,714","±2,930","19.3%","±0.1","2,539,054","±2,855","19.6%","±0.1","206,117","±1,152","18.8%","±0.1","1,008,618","±2,834","19.1%","±0.1","165,909","±1,533","18.2%","±0.2","1,217,964","±3,365","17.3%","±0.1","4,037,085","±6,175","13.4%","±0.1","403,699","±1,596","11.9%","±0.1","139,827","±885","21.6%","±0.1","1,462,042","±4,381","16.8%","±0.1","1,309,142","±3,083","16.8%","±0.1","376,162","±1,676","21.2%","±0.1","1,102,386","±2,487","18.7%","±0.1","107,988","±1,097","18.6%","±0.2","756,846","*****","23.5%","*****"
"        18 years and over","3,963,268","±2,849","3,963,268","(X)","557,838","±1,149","557,838","(X)","5,771,594","±1,225","5,771,594","(X)","2,349,805","±1,803","2,349,805","(X)","30,530,336","±2,865","30,530,336","(X)","4,628,831","±1,544","4,628,831","(X)","2,895,781","±1,333","2,895,781","(X)","810,169","±28","810,169","(X)","547,559","±5","547,559","(X)","17,949,929","±2,672","17,949,929","(X)","8,407,208","±3,285","8,407,208","(X)","1,143,330","±328","1,143,330","(X)","1,474,413","±1,963","1,474,413","(X)","9,865,826","±2,092","9,865,826","(X)","5,263,663","±2,520","5,263,663","(X)","2,483,769","±2,054","2,483,769","(X)","2,248,938","±1,761","2,248,938","(X)","3,507,430","±2,064","3,507,430","(X)","3,531,381","±1,936","3,531,381","(X)","1,139,849","±1,248","1,139,849","(X)","4,817,929","±1,757","4,817,929","(X)","5,645,986","±1,461","5,645,986","(X)","7,927,890","±1,833","7,927,890","(X)","4,428,971","±2,076","4,428,971","(X)","2,263,972","±1,632","2,263,972","(X)","4,815,166","±3,007","4,815,166","(X)","888,685","±1,494","888,685","(X)","1,493,226","±1,455","1,493,226","(X)","2,488,119","±778","2,488,119","(X)","1,143,538","±1,466","1,143,538","(X)","7,271,522","±1,330","7,271,522","(X)","1,657,869","±2,658","1,657,869","(X)","15,695,913","±1,895","15,695,913","(X)","8,406,045","±3,298","8,406,045","(X)","598,296","±1,101","598,296","(X)","9,197,902","±2,386","9,197,902","(X)","3,066,378","±1,142","3,066,378","(X)","3,407,770","±1,855","3,407,770","(X)","10,349,850","±1,531","10,349,850","(X)","890,588","±944","890,588","(X)","4,165,492","±1,713","4,165,492","(X)","690,843","±1,686","690,843","(X)","5,516,206","±3,376","5,516,206","(X)","22,589,909","±4,366","22,589,909","(X)","2,450,207","±1,211","2,450,207","(X)","533,330","±1,001","533,330","(X)","6,821,532","±2,725","6,821,532","(X)","6,141,759","±1,447","6,141,759","(X)","1,423,613","±1,865","1,423,613","(X)","4,650,759","±2,042","4,650,759","(X)","451,778","±1,371","451,778","(X)","2,703,453","*****","2,703,453","(X)"
"            Male","1,893,900","±3,197","47.8%","±0.1","296,406","±1,666","53.1%","±0.2","2,867,842","±1,735","49.7%","±0.1","1,147,324","±2,500","48.8%","±0.1","15,181,166","±4,309","49.7%","±0.1","2,342,706","±2,226","50.6%","±0.1","1,402,596","±1,620","48.4%","±0.1","388,873","±286","48.0%","±0.1","256,721","±266","46.9%","±0.1","8,751,831","±3,421","48.8%","±0.1","4,042,046","±4,957","48.1%","±0.1","572,111","±992","50.0%","±0.1","738,743","±1,943","50.1%","±0.1","4,835,221","±3,082","49.0%","±0.1","2,584,646","±3,128","49.1%","±0.1","1,239,925","±2,667","49.9%","±0.1","1,120,488","±2,609","49.8%","±0.1","1,720,199","±2,636","49.0%","±0.1","1,705,107","±2,371","48.3%","±0.1","558,105","±1,841","49.0%","±0.1","2,313,587","±1,904","48.0%","±0.1","2,735,174","±1,950","48.4%","±0.1","3,899,214","±3,038","49.2%","±0.1","2,209,155","±2,843","49.9%","±0.1","1,082,712","±2,157","47.8%","±0.1","2,347,855","±3,082","48.8%","±0.1","447,245","±1,764","50.3%","±0.2","744,822","±1,790","49.9%","±0.1","1,249,371","±1,215","50.2%","±0.1","568,720","±1,801","49.7%","±0.1","3,546,244","±2,331","48.8%","±0.1","818,102","±2,758","49.3%","±0.1","7,585,323","±3,206","48.3%","±0.1","4,056,233","±4,550","48.3%","±0.1","305,236","±1,848","51.0%","±0.3","4,499,980","±3,997","48.9%","±0.1","1,513,594","±2,012","49.4%","±0.1","1,691,180","±2,689","49.6%","±0.1","5,059,321","±2,557","48.9%","±0.1","432,957","±1,220","48.6%","±0.1","2,000,717","±2,718","48.0%","±0.1","350,043","±2,273","50.7%","±0.3","2,675,018","±4,089","48.5%","±0.1","11,218,794","±5,255","49.7%","±0.1","1,236,167","±1,739","50.5%","±0.1","262,464","±1,329","49.2%","±0.2","3,340,852","±4,170","49.0%","±0.1","3,086,083","±2,471","50.2%","±0.1","704,537","±1,990","49.5%","±0.1","2,317,289","±2,322","49.8%","±0.1","230,592","±1,790","51.0%","±0.3","1,259,117","*****","46.6%","*****"
"            Female","2,069,368","±2,764","52.2%","±0.1","261,432","±1,143","46.9%","±0.2","2,903,752","±1,468","50.3%","±0.1","1,202,481","±2,324","51.2%","±0.1","15,349,170","±3,306","50.3%","±0.1","2,286,125","±2,301","49.4%","±0.1","1,493,185","±1,605","51.6%","±0.1","421,296","±286","52.0%","±0.1","290,838","±266","53.1%","±0.1","9,198,098","±3,085","51.2%","±0.1","4,365,162","±3,923","51.9%","±0.1","571,219","±945","50.0%","±0.1","735,670","±1,712","49.9%","±0.1","5,030,605","±3,014","51.0%","±0.1","2,679,017","±3,162","50.9%","±0.1","1,243,844","±2,208","50.1%","±0.1","1,128,450","±2,440","50.2%","±0.1","1,787,231","±2,528","51.0%","±0.1","1,826,274","±2,250","51.7%","±0.1","581,744","±1,550","51.0%","±0.1","2,504,342","±1,818","52.0%","±0.1","2,910,812","±1,413","51.6%","±0.1","4,028,676","±2,842","50.8%","±0.1","2,219,816","±2,615","50.1%","±0.1","1,181,260","±1,720","52.2%","±0.1","2,467,311","±3,489","51.2%","±0.1","441,440","±1,718","49.7%","±0.2","748,404","±1,782","50.1%","±0.1","1,238,748","±942","49.8%","±0.1","574,818","±1,822","50.3%","±0.1","3,725,278","±1,608","51.2%","±0.1","839,767","±2,867","50.7%","±0.1","8,110,590","±2,968","51.7%","±0.1","4,349,812","±4,046","51.7%","±0.1","293,060","±1,948","49.0%","±0.3","4,697,922","±3,301","51.1%","±0.1","1,552,784","±1,773","50.6%","±0.1","1,716,590","±2,030","50.4%","±0.1","5,290,529","±2,406","51.1%","±0.1","457,631","±955","51.4%","±0.1","2,164,775","±2,093","52.0%","±0.1","340,800","±1,979","49.3%","±0.3","2,841,188","±3,594","51.5%","±0.1","11,371,115","±4,126","50.3%","±0.1","1,214,040","±1,600","49.5%","±0.1","270,866","±1,144","50.8%","±0.2","3,480,680","±3,462","51.0%","±0.1","3,055,676","±2,315","49.8%","±0.1","719,076","±1,832","50.5%","±0.1","2,333,470","±2,226","50.2%","±0.1","221,186","±1,347","49.0%","±0.3","1,444,336","*****","53.4%","*****"
"            Sex ratio (males per 100 females)","91.5","±0.2","(X)","(X)","113.4","±1.1","(X)","(X)","98.8","±0.1","(X)","(X)","95.4","±0.4","(X)","(X)","98.9","±0.1","(X)","(X)","102.5","±0.2","(X)","(X)","93.9","±0.2","(X)","(X)","92.3","±0.1","(X)","(X)","88.3","±0.2","(X)","(X)","95.1","±0.1","(X)","(X)","92.6","±0.2","(X)","(X)","100.2","±0.3","(X)","(X)","100.4","±0.4","(X)","(X)","96.1","±0.1","(X)","(X)","96.5","±0.2","(X)","(X)","99.7","±0.4","(X)","(X)","99.3","±0.4","(X)","(X)","96.2","±0.3","(X)","(X)","93.4","±0.2","(X)","(X)","95.9","±0.5","(X)","(X)","92.4","±0.1","(X)","(X)","94.0","±0.1","(X)","(X)","96.8","±0.1","(X)","(X)","99.5","±0.2","(X)","(X)","91.7","±0.3","(X)","(X)","95.2","±0.2","(X)","(X)","101.3","±0.7","(X)","(X)","99.5","±0.4","(X)","(X)","100.9","±0.2","(X)","(X)","98.9","±0.6","(X)","(X)","95.2","±0.1","(X)","(X)","97.4","±0.6","(X)","(X)","93.5","±0.1","(X)","(X)","93.3","±0.2","(X)","(X)","104.2","±1.3","(X)","(X)","95.8","±0.1","(X)","(X)","97.5","±0.2","(X)","(X)","98.5","±0.3","(X)","(X)","95.6","±0.1","(X)","(X)","94.6","±0.4","(X)","(X)","92.4","±0.2","(X)","(X)","102.7","±1.2","(X)","(X)","94.2","±0.2","(X)","(X)","98.7","±0.1","(X)","(X)","101.8","±0.3","(X)","(X)","96.9","±0.8","(X)","(X)","96.0","±0.2","(X)","(X)","101.0","±0.2","(X)","(X)","98.0","±0.5","(X)","(X)","99.3","±0.2","(X)","(X)","104.3","±1.3","(X)","(X)","87.2","*****","(X)","(X)"
"        65 years and over","913,013","±2,895","913,013","(X)","101,474","±1,321","101,474","(X)","1,381,954","±1,494","1,381,954","(X)","538,842","±2,442","538,842","(X)","6,158,902","±4,094","6,158,902","(X)","915,661","±2,554","915,661","(X)","663,712","±1,731","663,712","(X)","212,180","±645","212,180","(X)","87,354","±375","87,354","(X)","4,794,414","±4,352","4,794,414","(X)","1,644,275","±4,194","1,644,275","(X)","294,654","±872","294,654","(X)","329,530","±1,671","329,530","(X)","2,164,940","±2,197","2,164,940","(X)","1,157,426","±3,239","1,157,426","(X)","588,879","±2,369","588,879","(X)","506,342","±2,243","506,342","(X)","791,113","±2,878","791,113","(X)","780,061","±2,815","780,061","(X)","312,893","±1,287","312,893","(X)","1,042,779","±2,899","1,042,779","(X)","1,260,100","±1,617","1,260,100","(X)","1,877,562","±2,902","1,877,562","(X)","995,047","±2,262","995,047","(X)","513,184","±2,582","513,184","(X)","1,113,136","±2,815","1,113,136","(X)","226,136","±1,523","226,136","(X)","334,897","±1,853","334,897","(X)","538,491","±1,707","538,491","(X)","281,983","±1,890","281,983","(X)","1,611,726","±1,481","1,611,726","(X)","404,784","±2,590","404,784","(X)","3,564,596","±3,064","3,564,596","(X)","1,866,614","±4,071","1,866,614","(X)","130,293","±1,093","130,293","(X)","2,168,665","±3,293","2,168,665","(X)","661,996","±2,075","661,996","(X)","816,714","±2,930","816,714","(X)","2,539,054","±2,855","2,539,054","(X)","206,117","±1,152","206,117","(X)","1,008,618","±2,834","1,008,618","(X)","165,909","±1,533","165,909","(X)","1,217,964","±3,365","1,217,964","(X)","4,037,085","±6,175","4,037,085","(X)","403,699","±1,596","403,699","(X)","139,827","±885","139,827","(X)","1,462,042","±4,381","1,462,042","(X)","1,309,142","±3,083","1,309,142","(X)","376,162","±1,676","376,162","(X)","1,102,386","±2,487","1,102,386","(X)","107,988","±1,097","107,988","(X)","756,846","*****","756,846","(X)"
"            Male","399,925","±1,761","43.8%","±0.1","50,375","±932","49.6%","±0.6","635,992","±1,116","46.0%","±0.1","240,335","±1,701","44.6%","±0.2","2,760,700","±2,978","44.8%","±0.1","420,930","±1,514","46.0%","±0.1","294,958","±1,112","44.4%","±0.1","95,534","±385","45.0%","±0.1","36,200","±364","41.4%","±0.2","2,162,557","±3,457","45.1%","±0.1","719,637","±2,799","43.8%","±0.1","134,195","±633","45.5%","±0.1","155,482","±1,145","47.2%","±0.2","959,130","±1,646","44.3%","±0.1","514,558","±1,929","44.5%","±0.1","268,696","±1,575","45.6%","±0.2","229,600","±1,526","45.3%","±0.2","353,762","±1,974","44.7%","±0.2","346,105","±1,868","44.4%","±0.2","143,912","±807","46.0%","±0.2","453,532","±1,906","43.5%","±0.1","556,595","±1,221","44.2%","±0.1","849,192","±2,119","45.2%","±0.1","458,806","±1,392","46.1%","±0.1","224,021","±1,671","43.7%","±0.2","494,874","±1,638","44.5%","±0.1","108,044","±959","47.8%","±0.4","153,278","±1,336","45.8%","±0.3","252,215","±1,040","46.8%","±0.1","130,526","±1,208","46.3%","±0.3","706,790","±1,055","43.9%","±0.1","185,708","±1,645","45.9%","±0.3","1,557,650","±2,214","43.7%","±0.1","821,714","±2,581","44.0%","±0.1","60,085","±558","46.1%","±0.4","967,277","±2,235","44.6%","±0.1","297,218","±1,575","44.9%","±0.2","375,838","±1,733","46.0%","±0.2","1,129,456","±2,286","44.5%","±0.1","90,587","±697","43.9%","±0.3","449,490","±2,216","44.6%","±0.1","77,806","±1,102","46.9%","±0.5","542,186","±2,201","44.5%","±0.1","1,817,118","±3,949","45.0%","±0.1","189,963","±1,078","47.1%","±0.2","65,695","±617","47.0%","±0.3","652,885","±3,076","44.7%","±0.1","598,703","±2,203","45.7%","±0.1","171,532","±1,014","45.6%","±0.2","510,482","±1,564","46.3%","±0.1","52,795","±853","48.9%","±0.5","325,712","*****","43.0%","*****"
"            Female","513,088","±2,138","56.2%","±0.1","51,099","±851","50.4%","±0.6","745,962","±1,111","54.0%","±0.1","298,507","±1,644","55.4%","±0.2","3,398,202","±2,447","55.2%","±0.1","494,731","±1,758","54.0%","±0.1","368,754","±1,421","55.6%","±0.1","116,646","±375","55.0%","±0.1","51,154","±39","58.6%","±0.2","2,631,857","±2,790","54.9%","±0.1","924,638","±2,790","56.2%","±0.1","160,459","±554","54.5%","±0.1","174,048","±1,172","52.8%","±0.2","1,205,810","±1,740","55.7%","±0.1","642,868","±2,642","55.5%","±0.1","320,183","±1,499","54.4%","±0.2","276,742","±1,657","54.7%","±0.2","437,351","±1,822","55.3%","±0.2","433,956","±2,070","55.6%","±0.2","168,981","±995","54.0%","±0.2","589,247","±1,641","56.5%","±0.1","703,505","±1,104","55.8%","±0.1","1,028,370","±1,681","54.8%","±0.1","536,241","±1,793","53.9%","±0.1","289,163","±1,664","56.3%","±0.2","618,262","±2,490","55.5%","±0.1","118,092","±1,251","52.2%","±0.4","181,619","±1,303","54.2%","±0.3","286,276","±1,103","53.2%","±0.1","151,457","±1,285","53.7%","±0.3","904,936","±977","56.1%","±0.1","219,076","±1,773","54.1%","±0.3","2,006,946","±2,158","56.3%","±0.1","1,044,900","±2,875","56.0%","±0.1","70,208","±937","53.9%","±0.4","1,201,388","±1,955","55.4%","±0.1","364,778","±1,299","55.1%","±0.2","440,876","±2,102","54.0%","±0.2","1,409,598","±2,075","55.5%","±0.1","115,530","±893","56.1%","±0.3","559,128","±1,653","55.4%","±0.1","88,103","±1,192","53.1%","±0.5","675,778","±2,394","55.5%","±0.1","2,219,967","±3,963","55.0%","±0.1","213,736","±1,102","52.9%","±0.2","74,132","±506","53.0%","±0.3","809,157","±2,647","55.3%","±0.1","710,439","±1,988","54.3%","±0.1","204,630","±1,395","54.4%","±0.2","591,904","±2,033","53.7%","±0.1","55,193","±659","51.1%","±0.5","431,134","*****","57.0%","*****"
"            Sex ratio (males per 100 females)","77.9","±0.4","(X)","(X)","98.6","±2.3","(X)","(X)","85.3","±0.2","(X)","(X)","80.5","±0.7","(X)","(X)","81.2","±0.1","(X)","(X)","85.1","±0.4","(X)","(X)","80.0","±0.4","(X)","(X)","81.9","±0.3","(X)","(X)","70.8","±0.7","(X)","(X)","82.2","±0.2","(X)","(X)","77.8","±0.4","(X)","(X)","83.6","±0.5","(X)","(X)","89.3","±0.9","(X)","(X)","79.5","±0.2","(X)","(X)","80.0","±0.5","(X)","(X)","83.9","±0.6","(X)","(X)","83.0","±0.7","(X)","(X)","80.9","±0.5","(X)","(X)","79.8","±0.6","(X)","(X)","85.2","±0.7","(X)","(X)","77.0","±0.3","(X)","(X)","79.1","±0.2","(X)","(X)","82.6","±0.2","(X)","(X)","85.6","±0.4","(X)","(X)","77.5","±0.7","(X)","(X)","80.0","±0.4","(X)","(X)","91.5","±1.3","(X)","(X)","84.4","±1.0","(X)","(X)","88.1","±0.4","(X)","(X)","86.2","±1.0","(X)","(X)","78.1","±0.1","(X)","(X)","84.8","±0.9","(X)","(X)","77.6","±0.1","(X)","(X)","78.6","±0.3","(X)","(X)","85.6","±1.4","(X)","(X)","80.5","±0.2","(X)","(X)","81.5","±0.5","(X)","(X)","85.2","±0.5","(X)","(X)","80.1","±0.2","(X)","(X)","78.4","±0.8","(X)","(X)","80.4","±0.5","(X)","(X)","88.3","±1.8","(X)","(X)","80.2","±0.4","(X)","(X)","81.9","±0.2","(X)","(X)","88.9","±0.7","(X)","(X)","88.6","±0.9","(X)","(X)","80.7","±0.4","(X)","(X)","84.3","±0.4","(X)","(X)","83.8","±0.8","(X)","(X)","86.2","±0.4","(X)","(X)","95.7","±1.9","(X)","(X)","75.5","*****","(X)","(X)"
"RACE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
